525910,10374
52591,10374
52316,9370
523160,9370
525990,8775
52599,8775
5259,8757
211120,7420
21112,7420
2111,7057
211,7057
52321,6967
523210,6967
5232,6967
525,6163
334111,6118
21113,6057
211130,6057
42472,6027
424720,6027
525920,5990
52592,5990
33411,5920
3341,5920
5231,5735
334112,5532
4247,5524
523150,5359
52315,5359
221113,5074
325180,4998
32518,4998
212220,4921
21222,4921
32411,4889
324110,4889
551111,4782
711211,4687
488999,4678
523999,4627
334118,4569
52399,4408
33421,4367
3241,4367
334210,4367
324,4367
212115,4328
32512,4228
325120,4228
532411,4160
423430,4159
42343,4159
4861,4141
48611,4141
486110,4141
486910,4133
48691,4133
522320,4098
52232,4098
541420,4070
54142,4070
523991,4002
42471,3992
424710,3992
7112,3988
71121,3988
334413,3970
551114,3922
55111,3911
5511,3911
55,3911
551,3911
3251,3865
221118,3818
4869,3779
325311,3758
48621,3755
486210,3755
4862,3755
325110,3747
32511,3747
33461,3674
334610,3674
3346,3674
221116,3641
551112,3632
2122,3610
336414,3594
334,3587
212323,3575
212290,3573
21229,3573
236117,3546
532282,3486
325199,3451
518210,3446
518,3446
5182,3446
51821,3446
523910,3423
52391,3423
33441,3398
3344,3398
486,3397
42421,3379
424210,3379
4242,3379
325211,3370
486990,3366
48699,3366
513199,3360
51319,3344
334511,3338
32519,3338
221117,3334
541714,3305
3342,3290
541199,3262
523,3247
32521,3243
325193,3240
3252,3228
4234,3220
52394,3197
523940,3197
333242,3187
483111,3186
522210,3173
52221,3173
5239,3113
331313,3104
334412,3085
48899,3071
56145,3071
4889,3071
561450,3071
213111,3065
522180,3063
52218,3063
2121,3061
21211,3061
53311,3057
533110,3057
533,3057
5331,3057
212114,3052
22133,3044
221330,3044
221115,3043
541713,3027
561312,3000
52222,2927
522220,2927
22112,2920
333132,2911
51929,2899
519290,2899
522299,2888
32592,2884
325920,2884
517111,2879
221121,2875
512120,2872
51212,2872
33313,2871
333912,2867
42345,2866
423450,2866
481111,2822
524130,2821
52413,2821
48111,2807
4811,2807
522110,2804
52211,2804
2211,2786
336413,2782
221112,2773
48311,2754
4831,2754
424690,2751
42469,2751
334510,2745
517410,2741
5174,2741
51741,2741
927110,2735
927,2735
92711,2735
9271,2735
33142,2726
331420,2726
221111,2724
324122,2716
42369,2708
423690,2708
481212,2703
484230,2672
48423,2672
4246,2668
524128,2649
325998,2634
3331,2629
32513,2623
325130,2623
324199,2612
5178,2610
51781,2610
517810,2610
425120,2600
53139,2600
531390,2600
425,2600
4251,2600
42512,2600
325992,2595
481211,2588
334517,2577
334516,2568
325414,2566
3314,2551
483,2548
561613,2538
325320,2533
32532,2533
52111,2530
521110,2530
521,2530
5211,2530
333921,2528
2212,2527
22121,2527
221210,2527
22111,2523
311613,2517
33431,2516
3343,2516
334310,2516
327213,2501
524113,2496
561599,2496
4236,2474
33391,2471
22,2456
483211,2456
221,2456
325220,2449
32522,2449
42386,2447
423860,2447
42373,2438
423730,2438
33422,2435
334220,2435
3259,2427
4832,2425
48321,2425
531120,2418
53112,2418
32599,2418
33451,2413
483112,2413
3345,2413
334419,2407
5131,2406
331410,2403
33141,2403
33611,2397
336110,2397
512199,2396
522390,2390
32213,2390
52239,2390
322130,2390
541618,2381
333611,2374
3361,2374
524127,2368
42346,2353
423460,2353
513140,2348
51314,2348
51313,2344
513130,2344
54183,2339
541830,2339
236116,2335
3253,2328
621491,2327
42362,2324
423620,2324
32412,2322
335910,2318
33591,2318
423810,2317
42381,2317
42,2303
423330,2298
42333,2298
33324,2297
3332,2297
423210,2295
42321,2295
325413,2295
3221,2291
336411,2288
423,2282
333248,2279
424,2279
213115,2270
42383,2261
423830,2261
423610,2260
42361,2260
483113,2237
541310,2235
54131,2235
424110,2234
42411,2234
332912,2227
42349,2226
423490,2226
541512,2226
42445,2219
522292,2219
424450,2219
3364,2200
33641,2200
236115,2187
339113,2182
335314,2179
42341,2163
423410,2163
32531,2160
332911,2158
334515,2150
424610,2144
42461,2144
32551,2142
52421,2142
524210,2142
325510,2142
54119,2134
611420,2129
61142,2129
52412,2127
32419,2126
33429,2124
334290,2124
54181,2123
541810,2123
333618,2122
333,2115
52519,2114
525190,2114
33291,2108
335313,2106
423520,2102
42352,2102
331221,2097
4238,2094
4235,2090
423510,2089
42351,2089
23611,2086
2361,2086
92812,2081
928120,2081
42482,2076
424820,2076
334514,2076
325212,2067
333996,2064
424950,2063
5415,2063
54151,2063
42495,2063
48833,2062
488330,2062
23621,2061
236210,2061
335991,2060
423740,2055
339,2055
42374,2055
4237,2054
311511,2046
52,2042
335921,2025
541840,2025
54184,2025
321918,2025
424940,2023
56133,2023
42494,2023
327992,2023
561330,2023
327310,2020
32731,2020
339114,2019
21,2019
33592,2018
332431,2017
333995,2015
335929,2010
4881,2000
53241,2000
221114,1996
541211,1993
488,1991
541820,1991
54182,1991
311919,1989
33241,1988
332410,1988
333310,1983
33331,1983
3333,1983
541330,1980
54133,1980
33599,1976
541860,1976
54186,1976
33361,1975
3336,1975
3311,1968
33111,1968
331110,1968
212312,1968
562212,1967
3255,1965
52511,1961
525110,1961
532412,1960
3399,1960
711410,1954
71141,1954
7114,1954
33531,1954
3353,1954
335999,1953
333914,1950
331492,1943
561510,1940
56151,1940
4232,1933
513120,1932
51312,1932
3359,1932
423390,1926
541513,1926
42339,1926
23712,1921
237120,1921
324191,1918
423720,1917
42372,1917
336510,1913
3365,1913
33651,1913
483212,1913
5251,1912
221122,1909
53242,1909
532420,1909
3339,1908
334513,1907
339910,1902
33991,1902
33122,1901
5324,1898
325412,1896
237130,1895
524292,1895
212,1895
23713,1895
42399,1894
423990,1894
325411,1893
31223,1892
3122,1892
312230,1892
335,1888
327110,1888
32711,1888
92212,1884
922120,1884
531190,1883
53119,1883
333131,1877
5416,1873
48819,1872
488190,1872
56111,1867
561110,1867
5611,1867
4842,1866
92311,1862
923110,1862
32741,1860
5413,1860
327410,1860
483114,1857
921130,1844
92113,1844
31191,1843
332919,1843
336,1841
3329,1840
3274,1838
325613,1837
322291,1832
813212,1827
331,1826
327420,1825
32742,1825
21232,1816
339112,1813
332111,1811
4233,1811
423110,1810
42311,1810
922110,1806
335139,1806
333992,1806
92211,1806
813910,1802
81391,1802
21239,1800
212390,1800
314110,1799
622,1799
31411,1799
32591,1795
325910,1795
45993,1792
459930,1792
332117,1791
32229,1791
238292,1789
54185,1789
541850,1789
51223,1787
532112,1787
512230,1787
212319,1785
326122,1785
925110,1780
92511,1780
335312,1778
3324,1774
541990,1774
54199,1774
32541,1773
3254,1773
325194,1773
333414,1772
33149,1772
2123,1771
524291,1767
51219,1767
5622,1766
336412,1766
56221,1766
324121,1762
48811,1759
42331,1753
423310,1753
423920,1752
42392,1752
424490,1751
42449,1751
424130,1748
42413,1748
92213,1746
922130,1746
23829,1746
212321,1740
62139,1737
333243,1736
32791,1730
327910,1730
1023,1730
33243,1728
517121,1727
51712,1727
336611,1725
423420,1724
42342,1724
621399,1720
33399,1719
42384,1719
423840,1719
3271,1718
33299,1711
611512,1710
54,1709
541,1709
611310,1708
6113,1708
61131,1708
54161,1706
92411,1705
924110,1705
